縣市,緯度,經度
桃園市桃園區春日路健行路-大興路,25.0160563,121.3137631
桃園市桃園區春日路寶山街-大興路,25.0160563,121.3137631
桃園市蘆竹區中正路金石堂書局,24.9897388,121.3137948
桃園市桃園區金門四街58號-109號,24.9817878,121.3137996
桃園市桃園區大豐路213號,24.9802517,121.3138318
桃園市桃園區樹林五街,24.9799597,121.313877
桃園市桃園區樹林四街38巷,24.9799597,121.313877
桃園市桃園區忠孝街,24.9938189,121.3138995
桃園市桃園區民有三街50號(臻星),25.0129263,121.3139079
桃園市桃園區民有三街492號至612號,25.0131678,121.3139305
桃園市桃園區大有路 951號 791號,25.0223545,121.3139487
桃園市桃園區民有十二街57號(四季水花園),25.011262,121.3139886
桃園市桃園區會稽一街 10號,25.0148884,121.3139966
桃園市桃園區中興街25號,24.9969976,121.3140598
桃園市桃園區春日路349號至79號,25.0004363,121.3140673
桃園市桃園區信義街,24.9944546,121.3140781
桃園市桃園區當代名廈民富九街75-85號,25.0084691,121.3141308
桃園市桃園區大豐路206巷金門一街全條,24.9810043,121.3141991
桃園市桃園區民有三街462號至456號,25.0124195,121.314205
桃園市桃園區定點復興路83號(與重慶路口),24.9908043,121.3142443
桃園市桃園區鎮三街45號至6號,24.9997975,121.3142448
桃園市桃園區都會名廈民富九街76-86號,25.008833,121.314259
桃園市桃園區昆明路103號-147號,24.9834902,121.3142697
桃園市八德區和平路566巷口,24.9560398,121.3143086
桃園市桃園區延平路-建國路大林路,24.9856188,121.3143882
桃園市桃園區延平路-建國路昆明路,24.9856188,121.3143882
桃園市桃園區春日路610巷全條,25.0078325,121.3144471
桃園市桃園區延平路96號-170號,24.9834141,121.3144886
桃園市桃園區東興街16、18、20號,24.997449,121.314525
桃園市桃園區金門二街234號-310號,24.9816777,121.3145533
桃園市桃園區民有十二街11號,25.0103452,121.3145944
桃園市桃園區興一街5號至15號,25.0171367,121.3146258
桃園市桃園區興一街33號至68號,25.0162083,121.31463
桃園市桃園區大業路一段-三元街民光東路,25.0091525,121.3146315
桃園市大溪區大鶯路1320巷25號,24.9274391,121.3146458
桃園市桃園區延平路185號-173號,24.9793137,121.3146526
桃園市桃園區東國街,24.9952109,121.31466
桃園市桃園區建國路青田街-延平路,24.9810139,121.3147003
桃園市桃園區大業路一段277-281號(澄玉社區),25.009022,121.314702
桃園市桃園區大興路280號至186號,25.016477,121.314738
桃園市桃園區大豐路191號-203號,24.9803225,121.3147574
桃園市桃園區鎮一街50號至6號,24.9985928,121.3147764
桃園市桃園區金門二街(全條含復明三街),24.9815503,121.3148057
桃園市桃園區春日路三民路-寶山街,25.0118142,121.3148386
桃園市桃園區鎮四街72號至88號,25.0002009,121.3148555
桃園市八德區和平路621-573巷至新加坡社區,24.9568789,121.314911
桃園市桃園區民有十三街18號至2號,25.0128565,121.3149396
桃園市桃園區大有路 914號 950號,25.021295,121.31496
桃園市桃園區民生路(復興路 萬壽路),24.9910586,121.3149987
桃園市桃園區復興路 民生路-中正路,24.9910586,121.3149987
桃園市桃園區園二街60號至48號,24.9975026,121.3150147
桃園市桃園區興二街17號,25.0174156,121.315043
桃園市桃園區民光東路-270號大樓,25.007252,121.315116
桃園市桃園區雙峰路200號,25.0132884,121.315177
桃園市桃園區鎮二街60號至122號,24.999129,121.315276
桃園市桃園區復興路67號,24.9909416,121.3153926
桃園市桃園區建國路-61巷,24.9850358,121.3155236
桃園市桃園區鎮江街,24.9930888,121.3156004
桃園市桃園區中央街159號,25.00042,121.3156155
桃園市桃園區寶山街223號(寶山名邸),25.0120294,121.3156771
桃園市桃園區中興街84號,24.997255,121.3156932
桃園市桃園區翰霖麗緻 大有路,25.0192064,121.3157113
桃園市桃園區鎮撫街80號,24.9983157,121.3157222
桃園市桃園區安樂街,24.9925507,121.3157674
桃園市桃園區大德二街,25.0157751,121.3158119
桃園市桃園區寶山街210巷,25.0129299,121.3158187
桃園市桃園區春日路188號,24.996445,121.3158847
桃園市桃園區成功路二段59號,24.994142,121.315896
桃園市桃園區長榮賓士 羅丹二期(興一街106、108、110號),25.0148288,121.3159123
桃園市桃園區大業路一段-民光東路民富一街,25.0072809,121.3159971
桃園市桃園區大有路721號,25.0175756,121.3159985
桃園市桃園區大興路 假日飯店,25.0165529,121.3160027
桃園市桃園區大業路 1448號 健行路,25.0067122,121.3160189
桃園市桃園區鎮安街1號,24.992206,121.316054
桃園市桃園區定點(民生路與萬壽路口),24.9900951,121.3161084
桃園市桃園區安東街45號,24.9916989,121.31618
桃園市桃園區寶山街209號,25.0121241,121.3162161
桃園市桃園區安東街21號,24.9914788,121.3162178
桃園市桃園區樹林七街全條,24.9799677,121.3162218
桃園市桃園區樹仁一街42號-73號,24.9789865,121.3162621
桃園市桃園區建國路-51巷,24.9854962,121.3162639
桃園市桃園區興一街65巷,25.0143295,121.3162651
桃園市蘆竹區坑子社區活動中心,25.0776521,121.3163361
桃園市桃園區興二街45巷,25.017997,121.3163387
桃園市桃園區民有五街民富十一街(海山中國城)15號,25.0111599,121.3163858
桃園市八德區長安街45號,24.9548339,121.316433
桃園市桃園區鎮江街57號,24.9935096,121.3164451
桃園市桃園區長安街 倒車,24.9889825,121.3165364
桃園市桃園區桃鶯路-建國路口92巷,24.9873554,121.3165448
桃園市桃園區桃鶯路-建國東路口,24.9873554,121.3165448
桃園市桃園區桃二街4號,24.99515,121.3165538
桃園市桃園區興一街 65巷63-71號,25.014313,121.316572
桃園市桃園區萬壽路三段215號,24.990121,121.3166099
桃園市桃園區春日路91號,24.99372,121.31662
桃園市桃園區建成街,24.9870313,121.3166723
桃園市桃園區樹林九街65號,24.9814291,121.3167786
桃園市桃園區樹林九街43號,24.9823934,121.3167845
桃園市桃園區樹仁三街215號,24.973843,121.316796
桃園市桃園區樹仁三街215號-93號,24.973843,121.316796
桃園市桃園區大有路660-1號(全球鳳凰城),25.0168126,121.3167986
桃園市桃園區中山東路117號,24.99679,121.316938
桃園市桃園區大德三街102號,25.0187007,121.316949
桃園市桃園區樹林八街全條,24.979824,121.3169681
桃園市桃園區大業路一段19巷-民富二街 大業路一段,25.003809,121.3170267
桃園市桃園區樹林一街,25.0153219,121.3170821
桃園市桃園區鎮一街120號至60號,24.999188,121.317128
桃園市桃園區鎮三街(自強路-春日路),25.0005365,121.3171669
桃園市蘆竹區六福一路土雞城,25.0608395,121.3171976
桃園市桃園區寶山街58巷羅丹藝術家,25.0133025,121.3172231
桃園市桃園區民有東路 12巷46-62號,25.0152549,121.3172238
桃園市桃園區中山東路70號,24.9966561,121.317299
桃園市桃園區大有路652巷20號(台北都市),25.016403,121.317304
桃園市八德區和平路991巷,24.9635144,121.3173342
桃園市桃園區興二街73號,25.0182209,121.317343
桃園市桃園區鎮東街36號至12號,24.9916521,121.3173579
桃園市桃園區春日路72號,24.9926581,121.3174101
桃園市桃園區桃鶯路-大豐路口,24.9805695,121.3174259
桃園市桃園區自強路175號,24.9993165,121.3174411
桃園市桃園區大德三街54號至80號,25.0169064,121.3174704
桃園市桃園區園二街159號,24.998686,121.317506
桃園市桃園區復明一街,24.9833971,121.3175256
桃園市桃園區建國路-福遠名居社區,24.98607,121.317571
桃園市八德區興豐路1906巷與羊稠仔,24.946899,121.317581
桃園市桃園區樹林九街75巷,24.9810995,121.3176103
桃園市桃園區桃鶯路104巷,24.9849837,121.3176151
桃園市桃園區復明二街,24.9828916,121.3177107
桃園市桃園區復明二街,24.9828916,121.3177107
桃園市桃園區大台北都會城 風尚二期(興一街65巷79號),25.013805,121.317717
桃園市桃園區民有五街125號,25.0084514,121.3177383
桃園市桃園區民光東路 當代,25.0084371,121.3177417
桃園市桃園區桃鶯路-大林路建國路,24.9887648,121.3177447
桃園市桃園區民富二街-全條,25.004425,121.3178037
桃園市桃園區大德三街316號(樂滿地),25.015981,121.3178719
桃園市桃園區南京街-建成街-桃鶯路,24.9871592,121.3179559
桃園市桃園區建國路-桃鶯路,24.9860047,121.3180078
桃園市桃園區桃鶯路-建國東路 大林路,24.9860047,121.3180078
桃園市桃園區大原路22巷,24.9746602,121.3180085
桃園市桃園區三民路一段189號,25.000728,121.318016
桃園市桃園區園一街81號,24.9977014,121.3180245
桃園市桃園區興二街92巷,25.0177762,121.3180348
桃園市蘆竹區外社里草仔崎,25.086336,121.318045
桃園市八德區和平路795號,24.9579072,121.3180976
桃園市桃園區昆明路6號-140號,24.9839923,121.3181916
桃園市桃園區國民街19號,24.998424,121.318241
桃園市桃園區民有東路  2巷18-32號,25.014788,121.318253
桃園市桃園區紹興街(桃鶯路1巷~紹興街),24.9902103,121.3183197
桃園市桃園區大有路502號,25.0133076,121.3183538
桃園市八德區和平路825巷,24.9587434,121.3183847
桃園市八德區瑞聯社區(建安街37號),24.949834,121.318412
桃園市桃園區民光東路111號,25.0079193,121.3184416
桃園市桃園區萬壽路三段144號,24.99071,121.3184424
桃園市桃園區鎮撫街160號,24.9992231,121.3184456
桃園市桃園區桃三街72號,24.996295,121.318465
桃園市桃園區自強路16號,24.9977069,121.318531
桃園市桃園區大明街58號-6號,24.979384,121.318532
桃園市桃園區桃鶯路-178巷,24.9827537,121.3185881
桃園市桃園區林森路11巷,24.989262,121.3186022
桃園市桃園區建國東路9巷,24.9869311,121.3187215
桃園市桃園區大有路486號(來亨旺大樓),25.0128217,121.3187356
桃園市桃園區桃鶯路257號,24.9837468,121.3187403
桃園市桃園區國光街88號,25.000384,121.3187617
桃園市桃園區大原路22巷12弄14號-25號,24.9762001,121.3188053
桃園市桃園區大明街(全條),24.9796536,121.3188096
桃園市桃園區桃鶯路87巷,24.9878402,121.3188187
桃園市桃園區民富十三街,25.0121514,121.3188426
桃園市桃園區大有路479號至113號,25.012139,121.3188473
桃園市桃園區中山東路165號,24.9975019,121.318862
桃園市桃園區建國東路15巷,24.986932,121.3189552
桃園市桃園區民有十街 330號,25.01484,121.3189703
桃園市桃園區大豐路15號-62號,24.980586,121.319016
桃園市桃園區成功路二段161號,24.994998,121.3190318
桃園市桃園區國興街37號,24.9981809,121.319039
桃園市桃園區建國東路12巷,24.985083,121.3190415
桃園市桃園區福元街90號,25.0049176,121.3190511
桃園市桃園區寶山街29號,25.0133324,121.3191036
桃園市桃園區福元街86號,25.0047095,121.3191516
桃園市桃園區萬壽路三段181-2號至55號,24.9907439,121.319179
桃園市桃園區桃鶯路275巷,24.9833778,121.319201
桃園市桃園區桃鶯路249巷-建國東路12巷45弄,24.9845001,121.3192286
桃園市八德區和平路961巷,24.9612,121.3192538
桃園市桃園區國華街14號,24.999181,121.3193
桃園市桃園區林森路6巷1號,24.9884479,121.319372
桃園市桃園區民有六街87號,25.0076711,121.3194479
桃園市桃園區民有三街12號,25.0049946,121.3195251
桃園市桃園區國光街51號,24.9993477,121.319532
桃園市桃園區三元街80號,25.0032297,121.3196514
桃園市桃園區大原路133號-43號,24.9742845,121.3197379
桃園市八德區和平路991巷58弄40號,24.963534,121.3197533
桃園市桃園區鎮撫街209號,24.9998237,121.3197738
桃園市桃園區大有路320號,25.0101048,121.3197978
桃園市桃園區大原路16巷30弄26號-4號,24.9797561,121.3198511
桃園市八德區富榮街36巷,24.9566615,121.3198747
桃園市八德區富榮街36巷,24.9566615,121.3198747
桃園市復興區枕頭山,24.8099423,121.3198821
桃園市桃園區園一街171號,24.9982976,121.3199856
桃園市桃園區三元街89號,25.0035047,121.3200549
桃園市桃園區國光街18號,24.9987313,121.3200765
桃園市桃園區林森路71巷,24.9888644,121.3201262
桃園市桃園區大原路21號-9號,24.9788215,121.3201551
桃園市八德區廣行宮(仁和街211巷1弄18號),24.97021,121.320301
桃園市八德區廣行宮(仁和街211巷1弄18號),24.97021,121.320301
桃園市桃園區榮華街64巷37弄68號-42號,24.9767755,121.3203047
桃園市桃園區成功路二段181巷28號,24.9952823,121.3203196
桃園市桃園區桃鶯路55號~紹興街,24.9901259,121.3203248
桃園市大溪區大鶯路1680號,24.9329387,121.3203501
桃園市桃園區林森路~68巷,24.9877046,121.3203834
桃園市蘆竹區頂社國小,25.07801,121.320457
桃園市桃園區大原路33巷,24.9776848,121.3205798
桃園市桃園區大有路 165-183號,25.0071469,121.320628
桃園市桃園區仁和街-八德交界,24.9707144,121.3206689
桃園市桃園區樹仁三街104號-192號,24.9742334,121.3207109
桃園市桃園區樹仁三街131巷比佛利,24.973095,121.3207239
桃園市桃園區大原路53巷,24.976656,121.3207455
桃園市桃園區民有十五街41號,25.0100997,121.3207467
桃園市桃園區三元街 183巷186之1-6號,25.0064511,121.3207782
桃園市桃園區榮華街63巷,24.9748139,121.3208548
桃園市桃園區樹仁二街22號-152號,24.9784413,121.3208723
桃園市桃園區榮華街64巷,24.9771389,121.3208967
桃園市桃園區鎮撫街352巷,24.9999598,121.3209289
桃園市桃園區桃鶯路296號,24.979172,121.321034
桃園市桃園區三元街183巷2號,25.0061637,121.321048
桃園市桃園區林森路103巷,24.9886316,121.3210485
桃園市復興區內奎輝,24.745745,121.321067
桃園市桃園區中山東路 126巷,24.9969003,121.3211568
桃園市桃園區萬壽路三段99巷20弄,24.990185,121.3211909
桃園市八德區新加坡社區(仁和街41巷25弄),24.9699334,121.321225
桃園市八德區新加坡社區(仁和街41巷25弄),24.9699334,121.321225
桃園市八德區和成路(和平路1076巷),24.9629417,121.3214229
桃園市桃園區民光東路 43巷口20號,25.0084408,121.3214421
桃園市桃園區三民路116巷,24.9988305,121.3214572
桃園市大溪區大鶯路1320巷295號,24.9274143,121.3214638
桃園市桃園區萬壽路三段99巷,24.9907474,121.3214658
桃園市桃園區民光東路 20巷口,25.0102324,121.321473
桃園市龜山區自強南路760號(銘締洗車場),25.0056625,121.3214887
桃園市八德區福德一路加油站邊社區(福德路401巷3弄1號),24.9607076,121.3214971
桃園市桃園區榮華街-338巷252巷,24.9754997,121.3215111
桃園市桃園區成功路三段115巷86號-83弄29號,25.0027257,121.3217231
桃園市桃園區榮華街-49巷,24.975063,121.3217243
桃園市桃園區建國東路桃園大地社區,24.9862598,121.3217704
桃園市桃園區民光東路20巷26號52號,25.0098092,121.3217992
桃園市桃園區桃鶯路-樹仁二街,24.9784146,121.3219305
桃園市桃園區建國路延平路-桃鶯路,24.9784146,121.3219305
桃園市桃園區建國東路-龜山交界 桃鶯路,24.9784146,121.3219305
桃園市桃園區昆明路-樹林四街 桃鶯路,24.9784146,121.3219305
桃園市桃園區大有路 100-156號,25.0056547,121.3219429
桃園市桃園區榮華街-44巷,24.9762979,121.3220926
桃園市復興區嘎色鬧,24.773091,121.322116
桃園市桃園區三元街287巷 1-13號,25.0087134,121.3221664
桃園市桃園區桃鶯路-352巷大豐路口,24.9780833,121.3222185
桃園市桃園區三元街253巷 23-29號,25.0083163,121.3223946
桃園市桃園區成功路三段221巷 成功路 三元街,25.0075308,121.322514
桃園市桃園區三元街243號 八百方鄰,25.007663,121.3225808
桃園市龜山區山鶯路2號,24.991633,121.322587
桃園市龜山區山鶯路3巷38弄10號,24.9895899,121.3226284
桃園市桃園區林森路127巷35號至1號(龜山區),24.9881611,121.3226614
桃園市八德區和平路1441巷16號,24.9696181,121.3227384
桃園市八德區和平路1441巷16號,24.9696181,121.3227384
桃園市桃園區三民路一段16號,24.9967057,121.3228395
桃園市桃園區大仁路40巷15號,24.9739043,121.3228999
桃園市龜山區山鶯路9號,24.9915916,121.3230316
桃園市桃園區樹仁六街,24.97474,121.3230746
桃園市桃園區大仁路-40巷至吉祥新貴大樓,24.972239,121.323092
桃園市桃園區大仁路40巷-吉祥新貴大樓仁和街,24.972239,121.323092
桃園市桃園區三元街 293-297-400號,25.0082049,121.3231167
桃園市桃園區大仁路-豪門大廈,24.9726496,121.3234249
桃園市桃園區大仁路-八德交界桃鶯路,24.9726496,121.3234249
桃園市龜山區山鶯路54號,24.9903399,121.323429
桃園市桃園區桃鶯路-樹仁三街口,24.9751432,121.3237589
桃園市八德區興豐路2188巷,24.9519005,121.3238424
桃園市桃園區成功路三段-217巷,25.005347,121.3238498
桃園市八德區富榮街269巷口,24.9558038,121.3240231
桃園市龜山區山鶯路130巷1號,24.9888066,121.3240529
桃園市龜山區建國東路31-97號,24.9871718,121.3241423
桃園市八德區頂僑巷6弄12號,24.9699712,121.3241534
桃園市桃園區桃鶯路-大仁路與鶯歌交界,24.9739253,121.3243413
桃園市桃園區桃鶯路-大仁路,24.9739253,121.3243413
桃園市桃園區三聖路成功路三段-停車場,25.0061005,121.324453
桃園市桃園區復興路 秀山路-三民路,24.9946376,121.3245045
桃園市桃園區復興路 南華街-三民路,24.9946376,121.3245045
桃園市桃園區中華路 南華街-三民路,24.9946376,121.3245045
桃園市龜山區三民路86號,24.9950417,121.3245476
桃園市龜山區和平街67號,24.9920429,121.3247232
桃園市龜山區忠孝街32號,24.9914301,121.3247306
桃園市八德區大安派出所(和平路頂僑巷25號),24.970473,121.3248183
桃園市八德區大安派出所(和平路頂僑巷25號),24.970473,121.3248183
桃園市龜山區山鶯路將軍巷152號,24.9885508,121.3248249
桃園市龜山區德友巨蛋,24.9949832,121.3248656
桃園市龜山區壽山路190號,24.9959057,121.3250395
桃園市桃園區成功路三段-200號,25.0062905,121.3252836
桃園市龜山區山鶯路福星巷2號,24.988955,121.325424
桃園市龜山區民富街3號,24.994754,121.3255611
桃園市龜山區民權街15號,24.993685,121.3258182
桃園市龜山區信義街9號,24.991999,121.32584
桃園市桃園區公園路-1巷口,24.9999788,121.3258495
桃園市桃園區成功路三段-公園路,24.9995536,121.3258616
桃園市八德區宏福巷1弄12衖1號,24.9705077,121.3260651
桃園市八德區宏福巷1弄12衖1號,24.9705077,121.3260651
桃園市桃園區公園路-9號-25號,25.0001437,121.3261043
桃園市八德區大仁里服務處(南僑巷47號,24.969351,121.326143
桃園市八德區桃鶯路1號,24.971882,121.326359
桃園市龜山區壽德街53號,24.9956235,121.3263992
桃園市八德區托兒所對面(興豐路2211號),24.953874,121.326472
桃園市八德區桃鶯路11巷,24.9719655,121.3268345
桃園市八德區桃鶯路11巷,24.9719655,121.3268345
桃園市龜山區民安街64巷33弄1號,24.989498,121.3268811
桃園市八德區鶯鳴一巷2號,24.9713193,121.3272794
桃園市八德區華安街1號,24.9712494,121.3273276
桃園市八德區華安街1號,24.9712494,121.3273276
桃園市八德區興豐路2345巷8號,24.9550834,121.3273726
桃園市八德區南僑巷1-2弄口,24.9698066,121.3274873
桃園市八德區南僑巷1-2弄口,24.9698066,121.3274873
桃園市龜山區壽福街10號,24.9935743,121.3276014
桃園市龜山區頂興路10巷2號至頂興路13巷2號,24.9918894,121.3277232
桃園市龜山區萬全街4號(,24.991293,121.327743
桃園市龜山區頂興路1弄1號,24.992271,121.3277489
桃園市龜山區壽山路84巷2號,24.9947982,121.3278023
桃園市龜山區民安街3號至民安街64巷26弄1號,24.9909575,121.3278701
桃園市八德區四季庭園(福德一路177巷60弄1號),24.96436,121.32798
桃園市八德區四季庭園(福德一路177巷60弄1號),24.96436,121.32798
桃園市復興區下奎輝,24.800281,121.328299
桃園市龜山區壽福街32號,24.9936337,121.3285337
桃園市龜山區仁壽巷2號,24.9942751,121.3289744
桃園市大溪區復興路二段700號,24.8320035,121.3290408
桃園市龜山區萬壽路二段1246號,24.9931628,121.3290803
桃園市龜山區頂興路37巷1號,24.9899588,121.3292399
桃園市龜山區壽山路2號,24.9934555,121.3293476
桃園市龜山區明興西街24號,24.9877323,121.3294865
桃園市龜山區頂興路41巷37弄2號,24.9901382,121.3295888
桃園市龜山區興中街35號,24.991813,121.3297227
桃園市龜山區同心二路1號、3號(中庭),24.9965744,121.3297806
桃園市龜山區明興街2之1號,24.9866951,121.3300698
桃園市龜山區陸光路102號~106號前中庭,24.9961306,121.3304696
桃園市龜山區華國新村1號(山鶯旅社),24.980913,121.330497
桃園市龜山區萬壽路二段1197號,24.9932203,121.3307199
桃園市龜山區中興路88號,24.9876337,121.3309331
桃園市復興區三民村10鄰,24.8325298,121.3309944
桃園市復興區三民村12鄰(慈和宮),24.8325298,121.3309944
桃園市復興區三民村13.14鄰,24.8325298,121.3309944
桃園市復興區三民街上,24.833221,121.331048
桃園市復興區三民村15鄰(觀景橋),24.833221,121.331048
桃園市龜山區宏德新村54號,24.9799093,121.3312718
桃園市復興區奎輝街上,24.788242,121.331277
桃園市大溪區復興路二段858號,24.831357,121.3313519
桃園市龜山區明興街61巷2號,24.9858559,121.331442
桃園市龜山區萬壽路二段1196號,24.994097,121.331473
桃園市大溪區三民路一段48號,24.8355496,121.3315473
桃園市龜山區合群骨科   ,24.993247,121.3315564
桃園市龜山區同心一路3號~5號(中庭),24.9965794,121.3317822
桃園市龜山區陸光路75號~79號前,24.99563,121.331986
桃園市龜山區大坑路二段550號,25.054786,121.3321079
桃園市龜山區明興街140巷2弄2號,24.9839773,121.3321899
桃園市龜山區自強西路370號,24.9940784,121.3322341
桃園市龜山區陸光路71號,24.9951415,121.3325393
桃園市龜山區中興路90巷118號,24.9855573,121.3326086
桃園市龜山區明興街244巷51弄22號,24.9836189,121.3326216
桃園市龜山區長壽路515號,24.996964,121.3326385
桃園市龜山區明興街264號,24.9823071,121.3329467
桃園市龜山區正興街83號,24.9842577,121.333064
桃園市龜山區自強西路226號,24.9965754,121.3330783
桃園市大溪區三民路一段456號,24.8451485,121.3332522
桃園市龜山區中興路186號,24.9900986,121.3333928
桃園市龜山區金鋒街26號,24.995499,121.3337348
桃園市龜山區萬壽路二段1124之1號,24.9940258,121.3337403
桃園市龜山區中興路261號,24.9908798,121.3338439
桃園市龜山區幸福一街8號,24.9868615,121.3339672
桃園市龜山區幸福一街8號(幸福公園口),24.9868615,121.3339672
桃園市龜山區中興路35號,24.990879,121.3343515
桃園市龜山區幸福一街38號(活動中心前)(午),24.9878696,121.3343811
桃園市龜山區幸福一街38號(活動中心前),24.9878696,121.3343811
桃園市龜山區中興路33號,24.9909157,121.3343929
桃園市龜山區自強南路300號(法布街),24.990674,121.334676
桃園市龜山區萬壽路二段1068號,24.994584,121.334973
桃園市龜山區萬壽路二段1067號(曾眼科),24.994125,121.3349839
桃園市龜山區萬壽路2段1433號,24.9942013,121.3352309
桃園市蘆竹區觀音寺,25.0783507,121.3352431
桃園市龜山區幸福七街26號(午),24.9869149,121.3353123
桃園市龜山區幸福七街26號,24.9869149,121.3353123
桃園市復興區奎輝派出所,24.7961082,121.3353132
桃園市龜山區中華街4號,24.9922635,121.3353257
桃園市龜山區大興商場26號,24.9949734,121.3357197
桃園市龜山區幸福卅一街35號,24.9875975,121.3360274
桃園市龜山區中原街30號,24.9937514,121.3361275
桃園市龜山區楓尾街905號,25.0342318,121.3362342
桃園市龜山區中原街1號,24.993072,121.336295
桃園市龜山區幸福十五街1號,24.9861118,121.3365096
桃園市龜山區中興路398號,24.9929735,121.3365166
桃園市龜山區永和街10號,24.9953196,121.3365417
桃園市龜山區中和南路141號,24.9940655,121.3367153
桃園市龜山區幸福十五街22號(午),24.9870646,121.3367635
桃園市龜山區幸福十五街22號,24.9870646,121.3367635
桃園市龜山區忠誠街38巷7號,24.9912932,121.3367638
桃園市龜山區幸福十五街34號(午),24.9876754,121.3368766
桃園市龜山區幸福十五街34號,24.9876754,121.3368766
桃園市龜山區自強南路219號,24.9908282,121.3368972
桃園市龜山區楓尾街288號,25.0183783,121.3369587
桃園市龜山區幸福十七街17號(午),24.9869015,121.3369835
桃園市龜山區幸福十七街17號,24.9869015,121.3369835
桃園市龜山區中興路與明德路6號(路口),24.993441,121.337203
桃園市龜山區自強西路82號,24.9967288,121.3372281
桃園市龜山區自強南路198號,24.9914162,121.3372399
桃園市龜山區萬壽路二段974號,24.9953382,121.3373999
桃園市龜山區中和南路117號,24.9941627,121.3374287
桃園市龜山區幸福卅三街37號,24.9892379,121.3375152
桃園市龜山區自強西路45號,24.996509,121.338169
桃園市龜山區明仁路2號,24.9931777,121.3392136
桃園市龜山區中和南路14號,24.9952141,121.3396755
桃園市龜山區自強南路81巷21號,24.9920678,121.3396757
桃園市蘆竹區孔明路臥龍岡下(山林路與孔明路口),25.0811027,121.3397123
桃園市龜山區大同路6號,24.995484,121.339847
桃園市龜山區永吉街1號,24.9967574,121.3402057
桃園市龜山區中興路一段117號,24.9949687,121.340213
桃園市龜山區長壽路205-211號,25.0000012,121.3403647
桃園市龜山區明駝巷,24.9925743,121.3404073
桃園市龜山區大同路7號,24.995546,121.340436
桃園市龜山區萬壽路二段865號,24.9959766,121.3405338
桃園市龜山區光峰路千禧新城2-10號,24.998528,121.340826
桃園市蘆竹區八德二路130號,25.066743,121.34121
桃園市龜山區千禧新城,24.999317,121.341217
桃園市龜山區大同路96號,24.9932803,121.3415212
桃園市龜山區長峰路6號,25.0016433,121.3415927
桃園市龜山區璟都江山,25.00258,121.341662
桃園市龜山區水硯行館,25.003707,121.341912
桃園市龜山區光明街290巷16號,25.0123787,121.3420297
桃園市龜山區大同路111巷3號,24.9934311,121.3420434
桃園市龜山區長壽路147號,25.0010932,121.3422279
桃園市復興區丸山,24.8290424,121.3422546
桃園市龜山區明德路262號,24.9906097,121.3423436
桃園市龜山區明成街202號(大學市),24.9844926,121.3423688
桃園市龜山區光峰路56號,25.0004471,121.3423731
桃園市龜山區自強東路117號,24.9945359,121.342473
桃園市復興區大窩,24.840806,121.342486
桃園市龜山區光明街243巷22號,25.0110291,121.3426492
桃園市龜山區光榮路11巷,25.0070756,121.342769
桃園市龜山區幸福當家,25.0041565,121.3427945
桃園市復興區大彎,24.761686,121.34299
桃園市龜山區光峰路122號,25.0019922,121.3430604
桃園市龜山區德明路77巷2號,24.9887273,121.3432249
桃園市龜山區光明街2巷8號,25.010753,121.3434389
桃園市龜山區中坑街506號,25.0241684,121.3435026
桃園市龜山區德明路89巷10號,24.9892126,121.3435313
桃園市復興區基國派,24.836748,121.344127
桃園市龜山區大同路236巷32號(銘傳老闆宿舍),24.9898522,121.3441518
桃園市龜山區員林坑路951號,25.0468006,121.3441611
桃園市龜山區長壽路107巷2號,25.001674,121.3443025
桃園市龜山區自強北路15號,24.9991183,121.3444334
桃園市龜山區大同路238號,24.9900884,121.3444594
桃園市龜山區萬壽路二段733巷11號,24.9972129,121.344469
桃園市龜山區明成街19號(銘傳宿舍),24.9913485,121.3445584
桃園市龜山區自強東路218號,24.9968088,121.3445656
桃園市龜山區德明路202號,24.9896021,121.3446933
桃園市蘆竹區坑子里6鄰,25.081775,121.3448152
桃園市復興區下溪口,24.806365,121.344943
桃園市龜山區大同路245巷1弄2號,24.9904272,121.3451799
桃園市龜山區忠義路一段287-5號,25.009988,121.3454561
桃園市龜山區太子地球村,24.9990487,121.3455436
桃園市復興區溪口台,24.803953,121.345569
桃園市龜山區萬壽路二段660巷18號,24.9996534,121.3455922
桃園市龜山區華美2街20號,24.979711,121.345653
桃園市龜山區忠義路一段234巷54號,25.0079961,121.3456753
桃園市龜山區大同路281巷10號,24.9895413,121.3460683
桃園市龜山區楓樹三街65巷12號,25.0050326,121.3462605
桃園市龜山區萬壽路二段640號,24.999881,121.34628
桃園市復興區榮華,24.738312,121.346504
桃園市龜山區湖山街457號,24.9796349,121.346562
桃園市龜山區萬壽路二段628巷1弄20號,25.0004011,121.3468324
桃園市龜山區萬壽路二段591號,24.9998423,121.3469526
桃園市龜山區大同路356巷64弄14號,24.9852669,121.3471187
桃園市龜山區楓樹五街166巷18號,25.0044624,121.3471399
桃園市龜山區明德路456號,24.9869525,121.3471874
桃園市龜山區大同路331巷3弄1號,24.9891303,121.3472676
桃園市復興區榮華派出所,24.739191,121.3476739
桃園市龜山區綠野山莊22號,24.986444,121.347724
桃園市龜山區明成街202號,24.9885524,121.3484001
桃園市龜山區大同路382號,24.9873663,121.3492695
桃園市復興區蝙輻洞,24.838531,121.349342
桃園市龜山區振興路19號,25.0029958,121.3494704
桃園市龜山區萬壽路二段482號,25.002229,121.34985
